subject;session;block;bad_channel;note
4;7;10;0821;
4;7;10;1313;
4;7;11;1241;
4;7;11;2641;
4;7;11;0133;
4;7;11;0342;
4;7;11;0821;
4;7;11;1313;
4;7;12;1241;
4;7;12;2641;
4;7;12;0133;
4;7;12;0342;
4;7;12;0821;
4;7;12;1313;
4;7;13;1241;
4;7;13;2641;
4;7;13;0133;
4;7;13;0342;
4;7;13;0821;
4;7;13;1313;
4;7;14;1241;
4;7;14;2641;
4;7;14;0133;
4;7;14;0342;
4;7;14;0821;
4;7;14;1313;
4;8;1;1241;
4;8;1;2641;
4;8;1;0821;
4;8;1;0133;
4;8;1;0342;
4;8;1;1313;
4;8;2;1241;
4;8;2;2641;
4;8;2;0821;
4;8;2;0133;
4;8;2;0342;
4;8;2;1313;
4;8;3;1241;
4;8;3;2641;
4;8;3;0821;
4;8;3;0133;
4;8;3;0342;
4;8;3;1313;
4;8;4;1241;
4;8;4;2641;
4;8;4;0821;
4;8;4;0133;
4;8;4;0342;
4;8;4;1313;
4;8;5;1241;
4;8;5;2641;
4;8;5;0821;
4;8;5;0133;
4;8;5;0342;
4;8;5;1313;
4;8;6;1241;
4;8;6;2641;
4;8;6;0821;
4;8;6;0133;
4;8;6;0342;
4;8;6;1313;
4;8;7;1241;
4;8;7;2641;
4;8;7;0821;
4;8;7;0133;
4;8;7;0342;
4;8;7;1313;
4;8;8;1241;
4;8;8;2641;
4;8;8;0821;
4;8;8;0133;
4;8;8;0342;
4;8;8;1313;
4;8;9;1241;
4;8;9;2641;
4;8;9;0821;
4;8;9;0133;
4;8;9;0342;
4;8;9;1313;
4;8;10;1241;
4;8;10;2641;
4;8;10;0821;
4;8;10;0133;
4;8;10;0342;
4;8;10;1313;
4;8;11;1241;
4;8;11;2641;
4;8;11;0821;
4;8;11;0133;
4;8;11;0342;
4;8;11;1313;
4;8;12;1241;
4;8;12;2641;
4;8;12;0821;
4;8;12;0133;
4;8;12;0342;
4;8;12;1313;
4;8;13;1241;
4;8;13;2641;
4;8;13;0821;
4;8;13;0133;
4;8;13;0342;
4;8;13;1313;
4;8;14;1241;
4;8;14;2641;
4;8;14;0821;
4;8;14;0133;
4;8;14;0342;
4;8;14;1313;
4;9;1;1831;
4;9;1;1241;
4;9;1;2641;
4;9;1;0821;
4;9;1;0133;
4;9;1;0342;
4;9;1;1313;
4;9;2;1241;
4;9;2;2641;
4;9;2;0821;
4;9;2;0133;
4;9;2;0342;
4;9;2;1313;
4;9;3;1241;
4;9;3;2641;
4;9;3;0821;
4;9;3;0133;
4;9;3;0342;
4;9;3;1313;
4;9;4;1241;
4;9;4;2641;
4;9;4;0821;
4;9;4;0133;
4;9;4;0342;
4;9;4;1313;
4;9;5;1241;
4;9;5;2641;
4;9;5;0821;
4;9;5;0133;
4;9;5;0342;
4;9;5;1313;
4;9;6;1241;
4;9;6;2641;
4;9;6;0821;
4;9;6;0133;
4;9;6;0342;
4;9;6;1313;
4;9;7;1241;
4;9;7;2641;
4;9;7;0821;
4;9;7;0133;
4;9;7;0342;
4;9;7;1313;
4;9;8;1241;
4;9;8;2641;
4;9;8;0821;
4;9;8;0133;
4;9;8;0342;
4;9;8;1313;
4;9;9;1241;
4;9;9;2641;
4;9;9;0821;
4;9;9;0133;
4;9;9;0342;
4;9;9;1313;
4;9;10;1241;
4;9;10;2641;
4;9;10;0821;
4;9;10;0133;
4;9;10;0342;
4;9;10;1313;
4;9;11;1241;
4;9;11;2641;
4;9;11;0821;
4;9;11;0133;
4;9;11;0342;
4;9;11;1313;
4;9;12;1241;
4;9;12;2641;
4;9;12;0821;
4;9;12;0133;
4;9;12;0342;
4;9;12;1313;
4;9;13;1241;
4;9;13;2641;
4;9;13;0821;
4;9;13;0133;
4;9;13;0342;
4;9;13;1313;
4;9;14;1241;
4;9;14;2641;
4;9;14;0821;
4;9;14;0133;
4;9;14;0342;
4;9;14;1313;
4;10;1;1241;
4;10;1;2641;
4;10;1;0821;
4;10;1;2112;
4;10;1;0133;
4;10;1;0342;
4;10;1;1313;
4;10;2;1241;
4;10;2;2641;
4;10;2;0821;
4;10;2;2112;
4;10;2;0133;
4;10;2;0342;
4;10;2;1313;
4;10;3;1241;
4;10;3;2641;
4;10;3;0821;
4;10;3;2112;
4;10;3;0133;
4;10;3;0342;
4;10;3;1313;
4;10;4;1241;
4;10;4;2641;
4;10;4;0821;
4;10;4;2112;
4;10;4;0133;
4;10;4;0342;
4;10;4;1313;
4;10;5;1241;
4;10;5;2641;
4;10;5;0821;
4;10;5;2112;
4;10;5;0133;
4;10;5;0342;
4;10;5;1313;
4;10;6;1241;
4;10;6;2641;
4;10;6;0821;
4;10;6;2112;
4;10;6;0133;
4;10;6;0342;
4;10;6;1313;
4;10;7;1241;
4;10;7;2641;
4;10;7;0821;
4;10;7;2112;
4;10;7;0133;
4;10;7;0342;
4;10;7;1313;
4;10;8;1241;
4;10;8;2641;
4;10;8;0821;
4;10;8;2112;
4;10;8;0133;
4;10;8;0342;
4;10;8;1313;
4;10;9;1241;
4;10;9;2641;
4;10;9;0821;
4;10;9;2112;
4;10;9;0133;
4;10;9;0342;
4;10;9;1313;
4;10;10;1241;
4;10;10;2641;
4;10;10;0821;
4;10;10;2112;
4;10;10;0133;
4;10;10;0342;
4;10;10;1313;
4;10;11;1241;
4;10;11;2641;
4;10;11;0821;
4;10;11;2112;
4;10;11;0133;
4;10;11;0342;
4;10;11;1313;
4;10;12;1241;
4;10;12;2641;
4;10;12;0821;
4;10;12;2112;
4;10;12;0133;
4;10;12;0342;
4;10;12;1313;
4;10;13;1241;
4;10;13;2641;
4;10;13;0821;
4;10;13;2112;
4;10;13;0133;
4;10;13;0342;
4;10;13;1313;
4;10;14;1241;
4;10;14;2641;
4;10;14;0821;
4;10;14;2112;
4;10;14;0133;
4;10;14;0342;
4;10;14;1313;
3;1;1;1241;
3;1;1;0342;
3;1;1;0821;
3;1;1;1313;
3;1;1;2641;
3;1;1;2631;heated
3;1;2;1241;
3;1;2;2011;
3;1;2;0342;
3;1;2;0821;
3;1;2;1313;
3;1;2;2641;
3;1;3;2011;heated
3;1;3;1241;
3;1;3;1531;
3;1;3;0342;
3;1;3;0821;
3;1;3;1313;
3;1;3;2641;
3;1;4;1531;heated
3;1;4;1241;
3;1;4;2341;
3;1;4;0342;
3;1;4;0821;
3;1;4;1313;
3;1;4;2641;
3;1;5;2341;heated
3;1;5;1241;
3;1;5;2423;
3;1;5;0342;
3;1;5;0821;
3;1;5;1313;
3;1;5;2641;
3;1;6;2423;heated
3;1;6;1241;
3;1;6;0342;
3;1;6;0821;
3;1;6;1313;
3;1;6;2641;
3;1;7;1241;
3;1;7;0342;
3;1;7;0821;
3;1;7;1313;
3;1;7;2641;
3;1;8;1241;
3;1;8;0342;
3;1;8;0821;
3;1;8;1313;
3;1;8;2641;
3;1;8;0921;heated
3;1;8;1431;heated
3;1;9;1241;
3;1;9;0342;
3;1;9;0821;
3;1;9;1313;
3;1;9;2641;
3;1;10;1241;
3;1;10;0342;
3;1;10;0821;
3;1;10;1313;
3;1;10;2641;
3;2;1;1241;
3;2;1;0342;
3;2;1;0821;
3;2;1;1313;
3;2;1;2641;
3;2;2;2021;heated
3;2;2;1241;
3;2;2;0342;
3;2;2;0821;
3;2;2;1313;
3;2;2;2641;
3;2;3;1241;
3;2;3;0342;
3;2;3;0821;
3;2;3;1313;
3;2;3;2641;
3;2;4;1241;
3;2;4;0342;
3;2;4;0821;
3;2;4;1313;
3;2;4;2641;
3;2;5;1241;
3;2;5;0342;
3;2;5;0821;
3;2;5;1313;
3;2;5;2641;
3;2;6;1241;
3;2;6;0342;
3;2;6;0821;
3;2;6;1313;
3;2;6;2641;
3;2;7;1241;
3;2;7;0342;
3;2;7;0821;
3;2;7;1313;
3;2;7;2641;
3;2;8;1241;
3;2;8;0342;
3;2;8;0821;
3;2;8;1313;
3;2;8;2241;heated
3;2;8;2641;
3;2;9;1241;
3;2;9;0342;
3;2;9;0821;
3;2;9;1313;
3;2;9;2641;
3;2;10;1241;
3;2;10;0342;
3;2;10;0821;
3;2;10;1313;
3;2;10;2641;
3;2;11;1241;
3;2;11;0342;
3;2;11;0821;
3;2;11;1313;
3;2;11;2641;
3;2;12;1241;
3;2;12;0342;
3;2;12;0821;
3;2;12;1313;
3;2;12;2641;
3;2;13;1241;
3;2;13;0342;
3;2;13;0821;
3;2;13;1313;
3;2;13;2641;
3;2;14;1241;
3;2;14;0342;
3;2;14;0821;
3;2;14;1313;
3;2;14;2641;
3;3;1;1241;
3;3;1;0342;
3;3;1;0821;
3;3;1;1313;
3;3;1;2641;
3;3;2;2021;heated
3;3;2;1241;
3;3;2;0342;
3;3;2;0821;
3;3;2;1313;
3;3;2;2641;
3;3;3;1241;
3;3;3;0342;
3;3;3;0821;
3;3;3;1313;
3;3;3;2641;
3;3;4;1241;
3;3;4;0342;
3;3;4;0821;
3;3;4;1313;
3;3;4;2641;
3;3;5;2011;heated
3;3;5;1823;
3;3;5;1241;
3;3;5;0342;
3;3;5;0821;
3;3;5;1313;
3;3;5;2641;
3;3;6;1241;
3;3;6;0342;
3;3;6;0821;
3;3;6;1313;
3;3;6;2641;
3;3;7;1241;
3;3;7;0342;
3;3;7;0821;
3;3;7;1313;
3;3;7;2641;
3;3;8;1241;
3;3;8;0342;
3;3;8;0821;
3;3;8;1313;
3;3;8;2641;
3;3;8;2213;heated
3;3;9;1241;
3;3;9;0342;
3;3;9;0821;
3;3;9;1313;
3;3;9;2641;
3;3;10;1241;
3;3;10;0342;
3;3;10;0821;
3;3;10;1313;
3;3;10;2641;
3;3;11;1241;
3;3;11;0342;
3;3;11;0821;
3;3;11;1313;
3;3;11;2641;
3;3;12;1241;
3;3;12;0342;
3;3;12;0821;
3;3;12;1313;
3;3;12;2641;
3;3;13;1241;
3;3;13;0342;
3;3;13;0821;
3;3;13;1313;
3;3;13;1831;heated
3;3;13;2641;
3;3;14;1241;
3;3;14;0342;
3;3;14;0821;
3;3;14;1313;
3;3;14;2641;
3;4;b;0821;
3;4;b;1241;
3;4;b;2641;
3;4;1;0821;
3;4;1;1241;
3;4;1;2641;
3;4;2;0821;
3;4;2;1241;
3;4;2;2641;
3;4;3;0821;
3;4;3;1241;
3;4;3;2641;
3;4;4;0821;
3;4;4;1241;
3;4;4;2641;
3;4;5;0821;
3;4;5;1241;
3;4;5;2641;
3;4;6;0821;
3;4;6;1241;
3;4;6;2641;
3;4;7;0821;
3;4;7;1241;
3;4;7;2641;
3;4;8;0821;
3;4;8;1241;
3;4;8;2641;
3;4;9;0821;
3;4;9;1241;
3;4;9;2641;
3;4;10;0821;
3;4;10;1241;
3;4;10;2641;
3;4;11;0821;
3;4;11;1241;
3;4;11;2641;
3;4;12;0821;
3;4;12;1241;
3;4;12;2641;
3;4;13;0821;
3;4;13;1241;
3;4;13;2641;
3;4;13;0421;heated
3;4;14;0821;
3;4;14;1241;
3;4;14;2641;
3;4;d;0821;
3;4;d;1241;
3;4;d;2641;
3;5;b;0821;
3;5;b;1241;
3;5;b;2641;
3;5;1;0821;
3;5;1;1241;
3;5;1;2641;
3;5;2;0821;
3;5;2;1241;
3;5;2;2641;
3;5;3;0821;
3;5;3;1241;
3;5;3;2641;
3;5;4;0821;
3;5;4;1241;
3;5;4;2641;
3;5;5;0821;
3;5;5;1241;
3;5;5;2641;
3;5;6;0821;
3;5;6;1241;
3;5;6;2641;
3;5;7;0821;
3;5;7;1241;
3;5;7;2641;
3;5;8;0821;
3;5;8;1241;
3;5;8;2641;
3;5;9;0821;
3;5;9;1241;
3;5;9;2641;
3;5;10;0821;
3;5;10;1241;
3;5;10;2641;
3;5;11;0821;
3;5;11;1241;
3;5;11;2641;
3;5;12;0821;
3;5;12;1241;
3;5;12;2641;
3;5;13;0821;
3;5;13;1241;
3;5;13;2641;
3;5;14;0821;
3;5;14;1241;
3;5;14;2641;
3;6;1;1241;
3;6;1;2641;
3;6;1;0821;
3;6;1;0342;
3;6;1;1313;
3;6;1;1531;
3;6;2;1241;
3;6;2;2641;
3;6;2;0821;
3;6;2;0342;
3;6;2;1313;
3;6;2;1531;
3;6;3;1241;
3;6;3;2641;
3;6;3;0821;
3;6;3;0342;
3;6;3;1313;
3;6;3;1531;
3;6;4;2041;heated
3;6;4;1933;heated
3;6;4;2531;heated
3;6;4;1241;
3;6;4;2641;
3;6;4;0821;
3;6;4;0342;
3;6;4;1313;
3;6;4;1531;
3;6;5;1241;
3;6;5;2641;
3;6;5;0821;
3;6;5;0342;
3;6;5;1313;
3;6;5;1531;
3;6;6;1241;
3;6;6;2641;
3;6;6;0821;
3;6;6;0342;
3;6;6;1313;
3;6;6;1531;
3;6;7;1241;
3;6;7;2641;
3;6;7;0821;
3;6;7;0342;
3;6;7;1313;
3;6;7;1531;
3;6;8;1241;
3;6;8;2641;
3;6;8;0821;
3;6;8;0342;
3;6;8;1313;
3;6;8;1531;
3;6;9;1241;
3;6;9;2641;
3;6;9;0821;
3;6;9;0342;
3;6;9;1313;
3;6;9;1531;
3;6;10;1241;
3;6;10;2641;
3;6;10;0821;
3;6;10;0342;
3;6;10;1313;
3;6;10;1531;
3;6;11;1241;
3;6;11;2641;
3;6;11;0821;
3;6;11;0342;
3;6;11;1313;
3;6;11;1531;
3;6;12;1241;
3;6;12;2641;
3;6;12;0821;
3;6;12;0342;
3;6;12;1313;
3;6;12;1531;
3;6;13;1241;
3;6;13;2641;
3;6;13;0821;
3;6;13;0342;
3;6;13;1313;
3;6;13;1531;
3;6;14;1241;
3;6;14;2641;
3;6;14;0821;
3;6;14;0342;
3;6;14;1313;
3;6;14;1531;
3;7;1;0821;
3;7;1;1241;
3;7;1;2641;
3;7;1;0133;
3;7;1;0342;
3;7;1;1313;
3;7;2;0821;
3;7;2;1241;
3;7;2;2641;
3;7;2;0133;
3;7;2;0342;
3;7;2;1313;
3;7;3;2441;heated
3;7;3;0821;
3;7;3;1241;
3;7;3;2641;
3;7;3;0133;
3;7;3;0342;
3;7;3;1313;
3;7;4;2021;heated
3;7;4;2043;heated
3;7;4;0821;
3;7;4;1241;
3;7;4;2641;
3;7;4;0133;
3;7;4;0342;
3;7;4;1313;
3;7;5;0821;
3;7;5;1241;
3;7;5;2641;
3;7;5;0133;
3;7;5;0342;
3;7;5;1313;
3;7;6;0821;
3;7;6;1241;
3;7;6;2641;
3;7;6;0133;
3;7;6;0342;
3;7;6;1313;
3;7;7;0821;
3;7;7;1241;
3;7;7;2641;
3;7;7;0133;
3;7;7;0342;
3;7;7;1313;
3;7;8;2213;heated
3;7;8;0821;
3;7;8;1241;
3;7;8;2641;
3;7;8;0133;
3;7;8;0342;
3;7;8;1313;
3;7;9;0821;
3;7;9;1241;
3;7;9;2641;
3;7;9;0133;
3;7;9;0342;
3;7;9;1313;
3;7;10;0821;
3;7;10;1241;
3;7;10;2641;
3;7;10;0133;
3;7;10;0342;
3;7;10;1313;
3;7;11;0821;
3;7;11;1241;
3;7;11;2641;
3;7;11;0133;
3;7;11;0342;
3;7;11;1313;
3;7;12;0821;
3;7;12;1241;
3;7;12;2641;
3;7;12;0133;
3;7;12;0342;
3;7;12;1313;
3;7;12;2011;heated
3;7;13;0821;
3;7;13;1241;
3;7;13;2641;
3;7;13;0133;
3;7;13;0342;
3;7;13;1313;
3;7;14;0821;
3;7;14;1241;
3;7;14;2641;
3;7;14;0133;
3;7;14;0342;
3;7;14;1313;
3;8;1;1241;
3;8;1;2641;
3;8;1;0133;
3;8;1;0342;
3;8;1;0821;
3;8;1;1313;
3;8;2;1241;
3;8;2;2641;
3;8;2;0133;
3;8;2;0342;
3;8;2;0821;
3;8;2;1313;
3;8;3;1241;
3;8;3;2641;
3;8;3;0133;
3;8;3;0342;
3;8;3;0821;
3;8;3;1313;
3;8;4;1241;
3;8;4;2641;
3;8;4;0133;
3;8;4;0342;
3;8;4;0821;
3;8;4;1313;
3;8;5;1241;
3;8;5;2641;
3;8;5;0133;
3;8;5;0342;
3;8;5;0821;
3;8;5;1313;
3;8;6;1241;
3;8;6;2641;
3;8;6;0133;
3;8;6;0342;
3;8;6;0821;
3;8;6;1313;
3;8;6;0521;heated
3;8;7;1241;
3;8;7;2641;
3;8;7;0133;
3;8;7;0342;
3;8;7;0821;
3;8;7;1313;
3;8;8;1241;
3;8;8;2641;
3;8;8;0133;
3;8;8;0342;
3;8;8;0821;
3;8;8;1313;
3;8;8;0921;heated
3;8;9;0643;heated
3;8;9;1241;
3;8;9;2641;
3;8;9;0133;
3;8;9;0342;
3;8;9;0821;
3;8;9;1313;
3;8;10;1241;
3;8;10;2641;
3;8;10;0133;
3;8;10;0342;
3;8;10;0821;
3;8;10;1313;
3;8;11;1241;
3;8;11;2641;
3;8;11;0133;
3;8;11;0342;
3;8;11;0821;
3;8;11;1313;
3;8;12;1241;
3;8;12;2641;
3;8;12;0133;
3;8;12;0342;
3;8;12;0821;
3;8;12;1313;
3;8;12;0931;heated
3;8;13;1241;
3;8;13;2641;
3;8;13;0133;
3;8;13;0342;
3;8;13;0821;
3;8;13;1313;
3;8;14;1241;
3;8;14;2641;
3;8;14;0133;
3;8;14;0342;
3;8;14;0821;
3;8;14;1313;
3;9;1;1241;
3;9;1;2641;
3;9;1;0821;
3;9;1;0133;
3;9;1;0342;
3;9;1;1313;
3;9;2;1241;
3;9;2;2641;
3;9;2;0821;
3;9;2;0133;
3;9;2;0342;
3;9;2;1313;
3;9;3;1241;
3;9;3;2641;
3;9;3;0821;
3;9;3;0133;
3;9;3;0342;
3;9;3;1313;
3;9;4;1241;
3;9;4;2641;
3;9;4;0821;
3;9;4;0133;
3;9;4;0342;
3;9;4;1313;
3;9;5;1241;
3;9;5;2641;
3;9;5;0821;
3;9;5;0133;
3;9;5;0342;
3;9;5;1313;
3;9;6;1241;
3;9;6;2641;
3;9;6;0821;
3;9;6;0133;
3;9;6;0342;
3;9;6;1313;
3;9;7;1241;
3;9;7;2641;
3;9;7;0821;
3;9;7;0133;
3;9;7;0342;
3;9;7;1313;
3;9;8;1241;
3;9;8;2641;
3;9;8;0821;
3;9;8;0133;
3;9;8;0342;
3;9;8;1313;
3;9;9;1241;
3;9;9;2641;
3;9;9;0821;
3;9;9;0133;
3;9;9;0342;
3;9;9;1313;
3;9;10;1241;
3;9;10;2641;
3;9;10;0821;
3;9;10;0133;
3;9;10;0342;
3;9;10;1313;
3;9;11;1241;
3;9;11;2641;
3;9;11;0821;
3;9;11;0133;
3;9;11;0342;
3;9;11;1313;
3;9;12;1241;
3;9;12;2641;
3;9;12;0821;
3;9;12;0133;
3;9;12;0342;
3;9;12;1313;
3;9;12;1521;heated
3;9;12;1622;heated
3;9;13;1241;
3;9;13;2641;
3;9;13;0821;
3;9;13;0133;
3;9;13;0342;
3;9;13;1313;
3;9;14;1241;
3;9;14;2641;
3;9;14;0821;
3;9;14;0133;
3;9;14;0342;
3;9;14;1313;
3;10;1;1241;
3;10;1;2641;
3;10;1;0821;
3;10;1;0133;
3;10;1;0342;
3;10;1;1313;
3;10;1;1431;heated
3;10;2;1241;
3;10;2;2641;
3;10;2;0821;
3;10;2;0133;
3;10;2;0342;
3;10;2;1313;
3;10;3;1241;
3;10;3;2641;
3;10;3;0821;
3;10;3;0133;
3;10;3;0342;
3;10;3;1313;
3;10;4;1241;
3;10;4;2641;
3;10;4;0821;
3;10;4;0133;
3;10;4;0342;
3;10;4;1313;
3;10;5;1241;
3;10;5;2641;
3;10;5;0821;
3;10;5;0133;
3;10;5;0342;
3;10;5;1313;
3;10;6;1241;
3;10;6;2641;
3;10;6;0821;
3;10;6;0133;
3;10;6;0342;
3;10;6;1313;
3;10;6;2011;heated
3;10;7;1241;
3;10;7;2641;
3;10;7;0821;
3;10;7;0133;
3;10;7;0342;
3;10;7;1313;
3;10;8;1241;
3;10;8;2641;
3;10;8;0821;
3;10;8;0133;
3;10;8;0342;
3;10;8;1313;
3;10;8;2011;heated
3;10;9;1241;
3;10;9;2641;
3;10;9;0821;
3;10;9;0133;
3;10;9;0342;
3;10;9;1313;
3;10;10;1241;
3;10;10;2641;
3;10;10;0821;
3;10;10;0133;
3;10;10;0342;
3;10;10;1313;
3;10;11;1241;
3;10;11;2641;
3;10;11;0821;
3;10;11;0133;
3;10;11;0342;
3;10;11;1313;
3;10;12;1241;
3;10;12;2641;
3;10;12;0821;
3;10;12;0133;
3;10;12;0342;
3;10;12;1313;
3;10;13;1241;
3;10;13;2641;
3;10;13;0821;
3;10;13;0133;
3;10;13;0342;
3;10;13;1313;
3;10;14;1241;
3;10;14;2641;
3;10;14;0821;
3;10;14;0133;
3;10;14;0342;
3;10;14;1313;
3;10;d;2011;heated
2;1;1;1241;
2;1;1;1541;
2;1;1;0342;
2;1;1;0821;
2;1;1;1313;
2;1;1;2641;
2;1;2;1541;heated
2;1;2;1241;
2;1;2;0342;
2;1;2;0821;
2;1;2;1313;
2;1;2;2641;
2;1;3;1241;
2;1;3;0342;
2;1;3;0821;
2;1;3;1313;
2;1;3;2641;
2;1;4;1241;
2;1;4;0342;
2;1;4;0821;
2;1;4;1313;
2;1;4;2641;
2;1;4;1431;
2;1;5;1241;
2;1;5;0342;
2;1;5;0821;
2;1;5;1313;
2;1;5;2641;
2;1;5;1431;heated
2;1;6;1241;
2;1;6;0342;
2;1;6;0821;
2;1;6;1313;
2;1;6;2641;
2;1;7;1241;
2;1;7;0342;
2;1;7;0821;
2;1;7;1313;
2;1;7;2641;
2;1;8;1241;
2;1;8;0342;
2;1;8;0821;
2;1;8;1313;
2;1;8;2641;
2;1;9;1241;
2;1;9;0342;
2;1;9;0821;
2;1;9;1313;
2;1;9;2641;
2;1;9;2011;heated
2;1;10;1241;
2;1;10;0342;
2;1;10;0821;
2;1;10;1313;
2;1;10;2641;
2;2;1;1241;
2;2;1;0342;
2;2;1;0821;
2;2;1;1313;
2;2;1;2641;
2;2;2;1241;
2;2;2;0342;
2;2;2;0821;
2;2;2;1313;
2;2;2;2641;
2;2;3;1241;
2;2;3;0342;
2;2;3;0821;
2;2;3;1313;
2;2;3;2641;
2;2;4;1241;
2;2;4;0342;
2;2;4;0821;
2;2;4;1313;
2;2;4;2641;
2;2;4;1911;
2;2;5;1241;
2;2;5;0342;
2;2;5;0821;
2;2;5;1313;
2;2;5;2641;
2;2;6;1241;
2;2;6;0342;
2;2;6;0821;
2;2;6;1313;
2;2;6;2641;
2;2;7;1241;
2;2;7;0342;
2;2;7;0821;
2;2;7;1313;
2;2;7;2641;
2;2;8;1241;
2;2;8;0342;
2;2;8;0821;
2;2;8;1313;
2;2;8;2641;
2;2;9;1241;
2;2;9;0342;
2;2;9;0821;
2;2;9;1313;
2;2;9;2641;
2;2;10;1241;
2;2;10;0342;
2;2;10;0821;
2;2;10;1313;
2;2;10;2641;
2;2;11;1241;
2;2;11;0342;
2;2;11;0821;
2;2;11;1313;
2;2;11;2641;
2;2;12;1241;
2;2;12;0342;
2;2;12;0821;
2;2;12;1313;
2;2;12;2641;
2;2;13;1241;
2;2;13;0342;
2;2;13;0821;
2;2;13;1313;
2;2;13;2641;
2;2;14;1241;
2;2;14;0342;
2;2;14;0821;
2;2;14;1313;
2;2;14;2641;
2;3;1;1241;
2;3;1;0342;
2;3;1;0821;
2;3;1;1313;
2;3;1;2641;
2;3;2;1933;heated
2;3;2;2011;heated
2;3;2;1241;
2;3;2;0342;
2;3;2;0821;
2;3;2;1313;
2;3;2;2641;
2;3;3;1241;
2;3;3;0342;
2;3;3;0821;
2;3;3;1313;
2;3;3;2641;
2;3;4;1241;
2;3;4;0342;
2;3;4;0821;
2;3;4;1313;
2;3;4;2641;
2;3;5;1241;
2;3;5;0342;
2;3;5;0821;
2;3;5;1313;
2;3;5;2641;
2;3;6;1241;
2;3;6;0342;
2;3;6;0821;
2;3;6;1313;
2;3;6;2641;
2;3;6;2041;
2;3;6;2043;
2;3;7;1241;
2;3;7;0342;
2;3;7;0821;
2;3;7;1313;
2;3;7;2641;
2;3;8;1241;
2;3;8;0342;
2;3;8;0821;
2;3;8;1313;
2;3;8;2641;
2;3;9;1241;
2;3;9;0342;
2;3;9;0821;
2;3;9;1313;
2;3;9;2641;
2;3;10;1241;
2;3;10;0342;
2;3;10;0821;
2;3;10;1313;
2;3;10;2641;
2;3;11;1241;
2;3;11;0342;
2;3;11;0821;
2;3;11;1313;
2;3;11;2641;
2;3;12;1241;
2;3;12;0342;
2;3;12;0821;
2;3;12;1313;
2;3;12;2641;
2;3;13;1241;
2;3;13;0342;
2;3;13;0821;
2;3;13;1313;
2;3;13;2641;
2;3;14;1241;
2;3;14;0342;
2;3;14;0821;
2;3;14;1313;
2;3;14;2641;
2;3;14;1831;heated
2;4;1;1241;
2;4;1;0342;
2;4;1;0821;
2;4;1;1313;
2;4;1;2641;
2;4;2;1241;
2;4;2;0342;
2;4;2;0821;
2;4;2;1313;
2;4;2;2641;
2;4;3;1241;
2;4;3;0342;
2;4;3;0821;
2;4;3;1313;
2;4;3;2641;
2;4;4;1241;
2;4;4;0342;
2;4;4;0821;
2;4;4;1313;
2;4;4;2641;
2;4;5;1241;
2;4;5;0342;
2;4;5;0821;
2;4;5;1313;
2;4;5;2641;
2;4;6;1241;
2;4;6;0342;
2;4;6;0821;
2;4;6;1313;
2;4;6;2641;
2;4;7;1241;
2;4;7;0342;
2;4;7;0821;
2;4;7;1313;
2;4;7;2641;
2;4;8;1241;
2;4;8;0342;
2;4;8;0821;
2;4;8;1313;
2;4;8;2641;
2;4;9;1241;
2;4;9;0342;
2;4;9;0821;
2;4;9;1313;
2;4;9;2641;
2;4;10;1241;
2;4;10;0342;
2;4;10;0821;
2;4;10;1313;
2;4;10;2641;
2;4;11;1241;
2;4;11;0342;
2;4;11;0821;
2;4;11;1313;
2;4;11;2641;
2;4;12;1241;
2;4;12;0342;
2;4;12;0821;
2;4;12;1313;
2;4;12;2641;
2;4;12;2021;heated
2;4;13;1241;
2;4;13;0342;
2;4;13;0821;
2;4;13;1313;
2;4;13;2641;
2;4;14;1241;
2;4;14;0342;
2;4;14;0821;
2;4;14;1313;
2;4;14;2641;
2;5;1;1241;
2;5;1;0342;
2;5;1;0821;
2;5;1;1313;
2;5;1;2641;
2;5;2;1241;
2;5;2;0342;
2;5;2;0821;
2;5;2;1313;
2;5;2;2641;
2;5;3;1241;
2;5;3;0342;
2;5;3;0821;
2;5;3;1313;
2;5;3;2641;
2;5;4;1241;
2;5;4;0342;
2;5;4;0821;
2;5;4;1313;
2;5;4;2641;
2;5;5;1241;
2;5;5;0342;
2;5;5;0821;
2;5;5;1313;
2;5;5;2641;
2;5;6;1241;
2;5;6;0342;
2;5;6;0821;
2;5;6;1313;
2;5;6;2641;
2;5;7;1241;
2;5;7;0342;
2;5;7;0821;
2;5;7;1313;
2;5;7;2641;
2;5;8;1241;
2;5;8;0342;
2;5;8;0821;
2;5;8;1313;
2;5;8;2641;
2;5;9;1241;
2;5;9;0342;
2;5;9;0821;
2;5;9;1313;
2;5;9;2641;
2;5;10;1241;
2;5;10;0342;
2;5;10;0821;
2;5;10;1313;
2;5;10;2641;
2;5;10;2021;heated
2;5;11;1241;
2;5;11;0342;
2;5;11;0821;
2;5;11;1313;
2;5;11;2641;
2;5;12;1241;
2;5;12;0342;
2;5;12;0821;
2;5;12;1313;
2;5;13;2641;
2;5;13;1241;
2;5;13;0342;
2;5;13;0821;
2;5;13;1313;
2;5;13;2641;
2;5;14;1241;
2;5;14;0342;
2;5;14;0821;
2;5;14;1313;
2;5;14;2641;
2;6;1;1241;
2;6;1;0342;
2;6;1;0821;
2;6;1;1313;
2;6;1;2641;
2;6;2;1241;
2;6;2;0342;
2;6;2;0821;
2;6;2;1313;
2;6;2;2641;
2;6;2;2021;heated
2;6;3;1241;
2;6;3;0342;
2;6;3;0821;
