subject;session;block;bad_channel;note
4;5;6;1313;
4;5;6;1531;
4;5;7;1241;
4;5;7;2641;
4;5;7;0821;
4;5;7;0342;
4;5;7;1313;
4;5;7;1531;
4;5;8;1241;
4;5;8;2641;
4;5;8;0821;
4;5;8;0342;
4;5;8;0921;heated
4;5;8;1222;heated
4;5;8;1313;
4;5;8;1531;
4;5;9;1241;
4;5;9;2641;
4;5;9;0821;
4;5;9;0342;
4;5;9;1313;
4;5;9;1531;
4;5;10;1241;
4;5;10;2641;
4;5;10;0821;
4;5;10;0342;
4;5;10;1313;
4;5;10;1531;
4;5;11;1241;
4;5;11;2641;
4;5;11;0821;
4;5;11;0342;
4;5;11;1313;
4;5;11;1531;
4;5;12;1241;
4;5;12;2641;
4;5;12;0821;
4;5;12;0342;
4;5;12;1313;
4;5;12;1531;
4;5;13;1241;
4;5;13;2641;
4;5;13;0821;
4;5;13;0342;
4;5;13;1313;
4;5;13;1531;
4;5;14;1241;
4;5;14;2641;
4;5;14;0821;
4;5;14;0342;
4;5;14;1313;
4;5;14;1531;
4;6;1;1241;
4;6;1;2641;
4;6;1;0342;
4;6;1;0821;
4;6;1;1313;
4;6;2;1241;
4;6;2;2641;
4;6;2;0342;
4;6;2;0821;
4;6;2;1313;
4;6;3;1241;
4;6;3;2641;
4;6;3;0342;
4;6;3;0821;
4;6;3;1313;
4;6;3;1831;heated
4;6;4;1241;
4;6;4;2641;
4;6;4;0342;
4;6;4;0821;
4;6;4;1313;
4;6;4;2021;heated
4;6;5;1241;
4;6;5;2641;
4;6;5;0342;
4;6;5;0821;
4;6;5;1313;
4;6;6;1241;
4;6;6;2641;
4;6;6;0342;
4;6;6;0821;
4;6;6;1313;
4;6;7;1241;
4;6;7;2641;
4;6;7;0342;
4;6;7;0821;
4;6;7;1313;
4;6;8;1241;
4;6;8;2641;
4;6;8;0342;
4;6;8;0821;
4;6;8;1313;
4;6;8;0133;
4;6;8;0132;
4;6;9;1241;
4;6;9;2641;
4;6;9;0342;
4;6;9;0821;
4;6;9;1313;
4;6;9;0133;heated
4;6;9;0132;heated
4;6;10;1241;
4;6;10;2641;
4;6;10;0342;
4;6;10;0821;
4;6;10;1313;
4;6;11;1241;
4;6;11;2641;
4;6;11;0342;
4;6;11;0821;
4;6;11;1313;
4;6;11;0132;
4;6;11;0133;
4;6;12;1241;
4;6;12;2641;
4;6;12;0342;
4;6;12;0821;
4;6;12;1313;
4;6;13;1241;
4;6;13;2641;
4;6;13;0342;
4;6;13;0821;
4;6;13;1313;
4;6;14;1241;
4;6;14;2641;
4;6;14;0342;
4;6;14;0821;
4;6;14;1313;
4;7;1;1241;
4;7;1;2641;
4;7;1;0133;
4;7;1;0342;
4;7;1;0821;
4;7;1;1313;
4;7;1;1411;heated
4;7;2;1241;
4;7;2;2641;
4;7;2;0133;
4;7;2;0342;
4;7;2;0821;
4;7;2;1313;
4;7;3;1241;
4;7;3;2641;
4;7;3;0133;
4;7;3;0342;
4;7;3;0821;
4;7;3;1313;
4;7;4;1241;
4;7;4;2641;
4;7;4;0133;
4;7;4;0342;
4;7;4;0821;
4;7;4;1313;
4;7;4;2041;heated
4;7;5;1241;
4;7;5;2641;
4;7;5;0133;
4;7;5;0342;
4;7;5;0821;
4;7;5;1313;
4;7;6;1241;
4;7;6;2641;
4;7;6;0133;
4;7;6;0342;
4;7;6;0821;
4;7;6;1313;
4;7;7;1241;
4;7;7;2641;
4;7;7;0133;
4;7;7;0342;
4;7;7;0821;
4;7;7;1313;
4;7;8;1241;
4;7;8;2641;
4;7;8;0133;
4;7;8;0342;
4;7;8;0821;
4;7;8;1313;
4;7;9;1241;
4;7;9;2641;
4;7;9;0133;
4;7;9;0342;
4;7;9;0821;
4;7;9;1313;
4;7;10;1241;
4;7;10;2641;
4;7;10;0133;
4;7;10;0342;
